제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
한국토요타자동차(주),토요타 RAV4 하이브리드 AWD,1/7/22,3/29/22,8/25/22,조수석 시트의 조립과정이 부적절하여 조수석 승객 감지장치*의 센서와 시트 프레임이 간섭되어 조수석 승객 하중을 올바르게 감지하지 못할 가능성이 있음. *조수석 승객의 조건을 감지하여 조수석 에어백의 전개를 제어를 하는 장치
르노코리아자동차 주식회사,MASTER,12/2/19,10/4/21,8/26/22,"국토교통부가 시행한 2021년 자기인증 적합조사 결과, MASTER 일부 차량이 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제108조의 2(연료소비율)에서 정하는 기준에 부적합한 것으로 확인됨"
포르쉐코리아 주식회사,타이칸,9/23/20,7/28/22,8/26/22,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
비엠더블유코리아(주),M550 xDrive,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),M5,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),640i xDrive,6/23/22,6/23/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),630i xDrive,6/24/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),620d xDrive,6/24/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),530i xDrive,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),530i,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),530e,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),520i,6/23/22,6/24/22,8/26/22,"양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 제대로 조여지지 않았을 가능성이 확인되었습니다.이로 인해 양측 앞좌석 시트, 뒷좌석 등받이 및 안전벨트의 나사가 고정되지 않을 수 있습니다."
비엠더블유코리아(주),Z4 sDrive30i,4/22/09,7/29/11,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 sDrive,9/17/10,6/7/11,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 3.0si Coupe,7/5/06,6/28/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 3.0si,7/25/06,3/14/08,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 3.0si,3/10/06,9/19/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 3.0si,1/11/06,6/14/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),Z4 3.0i,3/1/06,7/16/08,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),xDrive30,10/1/09,11/30/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),xDrive30,10/11/06,6/2/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X5 xDrive 30i,10/12/09,10/12/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X5 xDrive30i,2/2/07,8/4/08,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X5 3.0si,12/3/09,1/21/10,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X5 3.0si,2/10/07,7/22/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X5 3.0si,3/23/07,2/23/10,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X3 3.0si,9/1/09,1/13/10,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X3 3.0si,8/29/06,3/2/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X3 3.0si,1/23/07,4/16/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X3 3.0i,7/16/07,9/7/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),X3 3.0i,9/5/06,3/27/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),730Li,3/11/05,3/5/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),730i,3/11/05,9/21/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530xi,7/6/05,7/6/05,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530xi,3/8/06,12/20/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,2/21/07,9/23/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,6/17/05,11/2/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,3/14/05,2/22/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),530i,3/17/05,12/20/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528xi,4/14/09,11/9/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528xi,4/23/07,11/24/08,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,7/1/09,11/26/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,3/26/07,1/29/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),528i,2/21/07,12/17/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525xi,7/28/05,6/26/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525i,3/7/05,12/7/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),525i,3/18/05,10/4/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),523i,2/18/05,2/23/07,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330xi,10/26/05,6/2/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330i,3/4/05,6/14/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),330i,11/24/04,7/6/06,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
비엠더블유코리아(주),328xi,9/14/09,9/14/09,8/26/22,"블로우바이히터 조립 공정 중, 블로우바이히터 PTC(Positive temperature coefficient) 발열체*와 구리관 사이가 벌어진 상태로 조립되었을 가능성이 발견되었습니다."
